,Pre-Shift,,,,,,,,,,,,,,,,,Pre-Shift + ANNUALIZATION,,,,,,,,,,,,,,,,,Pre-Shift + Annualization + HEP C ADJ,,,,,,,,,,,,,,,,,Pre-Shift + Annualization + Hep C adj + LIFT,,,,,,,,,,,,,,,,,Pre-Shift + Annualization + Hep C adj + Lift + INCREMENTAL BRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail 30,199752439.4,283352520.6,327292130.5,370136362.8,414258335.1,320.0347,401.5204,424.2742,442.8465,457.443,62.1066,84.491,94.1204,102.9221,111.6027,,Retail 30,199752439.4,283352520.6,327292130.5,370136362.8,414258335.1,320.0347,401.5204,424.2742,442.8465,457.443,62.1066,84.491,94.1204,102.9221,111.6027,,Retail 30,183670759.2,243505479.1,273498624.5,302894480.3,333568076.1,314.4674,380.7442,400.9555,418.254,432.2808,57.8273,74.0703,80.7238,86.9224,93.2288,,Retail 30,196929001.8,269137700.2,311719376.9,359372797.2,414015834,337.1672,420.8227,456.988,496.2425,536.5355,62.0015,81.8672,92.0048,103.1301,115.7131,,Retail 30,199654166.4,274003170.4,318665919.7,368800186.8,426320108.9,336.8139,420.4526,456.5993,495.8251,536.0955,62.9073,83.4146,94.134,105.9275,119.2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail 90,25253234.87,37803655.31,44687718.97,51783047.23,57141623.8,371.4261,549.3069,637.6642,718.1068,785.4307,29.5961,44.3336,52.383,60.6831,66.9692,,Retail 90,25253234.87,37803655.31,44687718.97,51783047.23,57141623.8,371.4261,549.3069,637.6642,718.1068,785.4307,29.5961,44.3336,52.383,60.6831,66.9692,,Retail 90,22755484.66,31523847.47,36186672.71,41128688.22,44323926.01,345.4524,482.5671,553.6378,621.1653,674.9091,26.7352,37.1212,42.654,48.5331,52.3816,,Retail 90,24324012.67,34777272.21,41165930.1,48318886.49,53889800.09,369.2643,532.3705,629.8179,729.7586,820.5662,28.5781,40.9523,48.5231,57.0177,63.6864,,Retail 90,25343943.13,36697985.19,43982838.16,52207952.19,58950158.43,368.9831,532.0016,629.5155,729.4704,820.2436,29.7821,43.2225,51.8532,61.6179,69.6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mail,10651838.46,10304678.76,9024077.914,8562832.633,8883282.601,463.0784,532.3433,568.4777,584.5879,592.9688,51.0052,49.4536,43.3073,41.0521,42.5168,,Mail,10651838.46,10304678.76,9024077.914,8562832.633,8883282.601,463.0784,532.3433,568.4777,584.5879,592.9688,51.0052,49.4536,43.3073,41.0521,42.5168,,Mail,10651838.46,10304678.76,9024077.914,8562832.633,8883282.601,463.0784,532.3433,568.4777,584.5879,592.9688,51.0052,49.4536,43.3073,41.0521,42.5168,,Mail,11209947.39,11170486.89,10098644.82,9922496.531,10688305.47,487.3416,577.0713,636.1707,677.4127,713.4561,53.6777,53.6088,48.4643,47.5707,51.1559,,Mail,11474307.81,11588711.02,10686531.91,10676005.55,11607645.53,485.1159,573.4153,631.0976,670.9004,705.7679,54.9647,55.6386,51.307,51.2054,55.5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialty,77018019.04,81747590.4,82174205.32,84364797.78,87342356.24,3822.9158,3946.4765,3913.3189,3915.9119,3920.8354,3582.1304,3666.5064,3587.0807,3585.4711,3583.391,,Specialty,77018019.04,81747590.4,82174205.32,84364797.78,87342356.24,3822.9158,3946.4765,3913.3189,3915.9119,3920.8354,3582.1304,3666.5064,3587.0807,3585.4711,3583.391,,Specialty,77018019.04,81747590.4,82174205.32,84364797.78,87342356.24,3822.9158,3946.4765,3913.3189,3915.9119,3920.8354,3582.1304,3666.5064,3587.0807,3585.4711,3583.391,,Specialty,82516848.23,90050882.28,93470738.97,101814293.6,114006300.2,4095.8592,4347.3293,4451.2851,4725.855,5117.7911,3837.8826,4038.922,4080.1987,4327.0679,4677.3315,,Specialty,82747019.8,90400213.87,93939949.72,102435974.1,114827113.9,4094.5749,4346.6865,4450.4773,4724.8879,5116.6416,3850.866,4057.6658,4103.6822,4356.6288,4714.3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,312675531.7,413208445.1,463178132.7,514847040.4,567625597.8,425.2369,507.2589,527.3158,545.3229,558.9039,72.7172,93.1276,101.5351,109.9695,118.2932,,Total,312675531.7,413208445.1,463178132.7,514847040.4,567625597.8,425.2369,507.2589,527.3158,545.3229,558.9039,72.7172,93.1276,101.5351,109.9695,118.2932,,Total,294096101.3,367081595.7,400883580.4,436950798.9,474117640.9,424.3263,492.7614,511.1019,528.6175,542.1101,69.0743,84.0509,89.7286,95.7343,101.798,,Total,314979810,405136341.6,456454690.8,519428473.9,592600239.8,454.4576,543.8452,581.9516,628.3979,677.5841,73.9793,92.7643,102.1669,113.8048,127.2374,,Total,319219437.1,412690080.5,467275239.5,534120118.7,611705026.7,452.5877,541.8193,579.8751,626.1859,675.1789,75.0221,94.5572,104.6615,117.108,131.4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,Base Yr Annualized,,,,,,,,,,,,,,Scripts,,,,,,Rebatable Scripts,,,,,,,,,,,,
,Generic,,,,,Brand,,,,,Total,,,,,,,Generic,,,,,Brand,,,,,Total,,,,,,,Generic,,,,,Brand,,,,,Total,,,,,,,Generic,,,,,Brand,,,,,Total,,,,,,,Generic,,,,,Brand,,,,,Total,,,,,,Scripts,,,Quantity,,,DS,,,,,,,,Rejection Rate Adj,,,,,,340B Brand,,,,,,,,,,,,
,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,Generic,Brand,Total,Generic,Brand,Total,Generic,Brand,Total,,,,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,,,,,,
Retail 30,2592126.467,2647941.654,2705960.492,2760466.296,2806305.97,624158.7751,705698.9124,771416.4703,835811.8467,905595.5515,3216285.242,3353640.566,3477376.962,3596278.143,3711901.522,,Retail 30,2592126.467,2647941.654,2705960.492,2760466.296,2806305.97,624158.7751,705698.9124,771416.4703,835811.8467,905595.5515,3216285.242,3353640.566,3477376.962,3596278.143,3711901.522,,Retail 30,2592126.467,2647941.654,2705960.492,2760466.296,2806305.97,584069.332,639551.3314,682117.236,724187.8038,771646.7,3176195.799,3287492.985,3388077.728,3484654.1,3577952.67,,Retail 30,2592126.467,2647941.654,2705960.492,2760466.296,2806305.97,584069.332,639551.3314,682117.236,724187.8038,771646.7,3176195.799,3287492.985,3388077.728,3484654.1,3577952.67,,Retail 30,2581009.781,2633147.936,2687326.064,2737816.044,2779471.325,592773.0158,651686.3034,697911.5917,743811.0793,795231.7017,3173782.797,3284834.239,3385237.656,3481627.123,3574703.027,,2526255,585383,3111638,138377177.8,35650401.58,174027579.3,58214000,15490769,73704769,,,,,,2413.001565,2658.746501,2840.071774,3026.976184,3249.643321,,0.000955477,0.000917246,0.000882332,0.000868189,0.000859125,,,,,,,,
Retail 90,785271.4425,783888.6112,783015.9324,781224.4618,780500.459,67989.93181,68820.64049,70080.33072,72110.51406,72751.95862,853261.3744,852709.2517,853096.2631,853334.9759,853252.4176,,Retail 90,785271.4425,783888.6112,783015.9324,781224.4618,780500.459,67989.93181,68820.64049,70080.33072,72110.51406,72751.95862,853261.3744,852709.2517,853096.2631,853334.9759,853252.4176,,Retail 90,785271.4425,783888.6112,783015.9324,781224.4618,780500.459,65871.55206,65325.31389,65361.63981,66212.15043,65673.92227,851142.9946,849213.9251,848377.5722,847436.6123,846174.3812,,Retail 90,785271.4425,783888.6112,783015.9324,781224.4618,780500.459,65871.55206,65325.31389,65361.63981,66212.15043,65673.92227,851142.9946,849213.9251,848377.5722,847436.6123,846174.3812,,Retail 90,782292.4421,780067.1486,778349.8557,775716.1239,774154.1511,68685.9138,68980.97197,69867.7635,71569.66834,71869.09007,850978.3559,849048.1205,848217.6192,847285.7922,846023.2412,,785274,68428,853702,79998076.14,4913788.6,84911864.74,70339442,6124983,76464425,,,,,,164.6387438,165.8045812,159.9529616,150.82007,151.1400598,,0.000429776,0.000441365,0.000329859,0.000136062,0.000140694,,,,,,,,
Mail,185835.9754,189013.2893,192498.869,193936.7613,193954.9243,23002.23565,19357.20441,15874.11099,14647.63839,14981.02798,208838.2111,208370.4937,208372.98,208584.3997,208935.9523,,Mail,185835.9754,189013.2893,192498.869,193936.7613,193954.9243,23002.23565,19357.20441,15874.11099,14647.63839,14981.02798,208838.2111,208370.4937,208372.98,208584.3997,208935.9523,,Mail,185835.9754,189013.2893,192498.869,193936.7613,193954.9243,23002.23565,19357.20441,15874.11099,14647.63839,14981.02798,208838.2111,208370.4937,208372.98,208584.3997,208935.9523,,Mail,185835.9754,189013.2893,192498.869,193936.7613,193954.9243,23002.23565,19357.20441,15874.11099,14647.63839,14981.02798,208838.2111,208370.4937,208372.98,208584.3997,208935.9523,,Mail,185105.0417,188075.6221,191352.8176,192580.9627,192387.9047,23652.71399,20209.97819,16933.24665,15912.95126,16446.83127,208757.7557,208285.6003,208286.0643,208493.9139,208834.7359,,185119,24183,209302,19444728.71,1526392.3,20971121.01,15242491,2066594,17309085,,,,,,80.45540621,84.89343674,86.91572078,90.4857243,101.2163568,,0.003123824,0.003935659,0.004897683,0.005463446,0.005926767,,,,,,,,
Specialty,1354.210829,1581.701974,1909.782739,1985.526731,2097.752845,20146.40742,20714.0698,20998.59655,21544.10002,22276.46596,21500.61825,22295.77177,22908.37929,23529.62675,24374.2188,,Specialty,1354.210829,1581.701974,1909.782739,1985.526731,2097.752845,20146.40742,20714.0698,20998.59655,21544.10002,22276.46596,21500.61825,22295.77177,22908.37929,23529.62675,24374.2188,,Specialty,1354.210829,1581.701974,1909.782739,1985.526731,2097.752845,20146.40742,20714.0698,20998.59655,21544.10002,22276.46596,21500.61825,22295.77177,22908.37929,23529.62675,24374.2188,,Specialty,1354.210829,1581.701974,1909.782739,1985.526731,2097.752845,20146.40742,20714.0698,20998.59655,21544.10002,22276.46596,21500.61825,22295.77177,22908.37929,23529.62675,24374.2188,,Specialty,1278.958665,1481.371001,1783.786652,1832.584157,1914.946204,20208.94021,20797.50049,21107.83708,21680.08536,22441.89113,21487.89887,22278.8715,22891.62374,23512.66952,24356.83733,,1167,19400,20567,129933.3,4290668.48,4420601.78,36727,820597,857324,,,,,,12.71938245,16.90027881,16.7555514,16.95723149,17.3814719,,0.000284724,0.000478285,0.000472529,0.000463398,0.000457273,,,,,,,,
Total,3564588.095,3622425.257,3683385.076,3737613.046,3782859.107,735297.3499,814590.8271,878369.5086,944114.0992,1015605.004,4299885.445,4437016.084,4561754.584,4681727.145,4798464.111,,Total,3564588.095,3622425.257,3683385.076,3737613.046,3782859.107,735297.3499,814590.8271,878369.5086,944114.0992,1015605.004,4299885.445,4437016.084,4561754.584,4681727.145,4798464.111,,Total,3564588.095,3622425.257,3683385.076,3737613.046,3782859.107,693089.5272,744947.9195,784351.5833,826591.6926,874578.1162,4257677.623,4367373.176,4467736.659,4564204.738,4657437.223,,Total,3564588.095,3622425.257,3683385.076,3737613.046,3782859.107,693089.5272,744947.9195,784351.5833,826591.6926,874578.1162,4257677.623,4367373.176,4467736.659,4564204.738,4657437.223,,Total,3549686.224,3602772.077,3658812.524,3707945.715,3747928.327,705320.5838,761674.754,805820.439,852973.7842,905989.5141,4255006.807,4364446.831,4464632.963,4560919.499,4653917.842,,3497815,697394,4195209,237949915.9,46381250.96,284331166.9,143832660,24502943,168335603,,,,,,2670.815097,2926.344798,3103.696007,3285.23921,3519.381209,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GDR Reduction %,,,,,Incremental Brand Scripts,,,,,Brand + Incremental,,,,,,,GDR Reduction %,,,,,Incremental Brand Scripts,,,,,Brand + Incremental,,,,,,,GDR Reduction %,,,,,Incremental Brand Scripts,,,,,Brand + Incremental,,,,,,,GDR Reduction %,,,,,Incremental Brand Scripts,,,,,Brand + Incremental,,,,,,,GDR Reduction %,,,,,Rebatable Brand %,,,,,Rebatable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail 30,0.0035,0.0045,0.0055,0.0065,0.0075,11256.99835,15091.38255,19125.57329,23375.80793,27839.26141,635415.7734,720790.295,790542.0436,859187.6546,933434.8129,,Retail 30,0.0035,0.0045,0.0055,0.0065,0.0075,11256.99835,15091.38255,19125.57329,23375.80793,27839.26141,635415.7734,720790.295,790542.0436,859187.6546,933434.8129,,Retail 30,0.0035,0.0045,0.0055,0.0065,0.0075,11116.6853,14793.71843,18634.4275,22650.25165,26834.64503,595186.0173,654345.0499,700751.6635,746838.0554,798481.345,,Retail 30,0.0035,0.0045,0.0055,0.0065,0.0075,11116.6853,14793.71843,18634.4275,22650.25165,26834.64503,595186.0173,654345.0499,700751.6635,746838.0554,798481.345,,Retail 30,479184.6307,532704.3809,572599.8919,610658.631,655946.1353,0.819693229,0.832252927,0.838791623,0.842594442,0.849447468,485892.0271,542367.8332,585402.3969,626731.0813,675507.5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail 90,0.0035,0.0045,0.0055,0.0065,0.0075,2986.41481,3837.191633,4692.029447,5546.677343,6399.393132,70976.34662,72657.83212,74772.36016,77657.1914,79151.35175,,Retail 90,0.0035,0.0045,0.0055,0.0065,0.0075,2986.41481,3837.191633,4692.029447,5546.677343,6399.393132,70976.34662,72657.83212,74772.36016,77657.1914,79151.35175,,Retail 90,0.0035,0.0045,0.0055,0.0065,0.0075,2979.000481,3821.462663,4666.076647,5508.33798,6346.307859,68850.55254,69146.77655,70027.71646,71720.48841,72020.23013,,Retail 90,0.0035,0.0045,0.0055,0.0065,0.0075,2979.000481,3821.462663,4666.076647,5508.33798,6346.307859,68850.55254,69146.77655,70027.71646,71720.48841,72020.23013,,Retail 90,60277.337,59625.95335,59591.383,60754.34326,59986.54732,0.914870318,0.912544474,0.911515882,0.917397208,0.913217678,62838.7038,62948.20479,63685.57607,65657.8139,65632.12357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mail,0.0035,0.0045,0.0055,0.0065,0.0075,730.9337387,937.6672217,1146.05139,1355.798598,1567.019642,23733.16939,20294.87163,17020.16238,16003.43699,16548.04763,,Mail,0.0035,0.0045,0.0055,0.0065,0.0075,730.9337387,937.6672217,1146.05139,1355.798598,1567.019642,23733.16939,20294.87163,17020.16238,16003.43699,16548.04763,,Mail,0.0035,0.0045,0.0055,0.0065,0.0075,730.9337387,937.6672217,1146.05139,1355.798598,1567.019642,23733.16939,20294.87163,17020.16238,16003.43699,16548.04763,,Mail,0.0035,0.0045,0.0055,0.0065,0.0075,730.9337387,937.6672217,1146.05139,1355.798598,1567.019642,23733.16939,20294.87163,17020.16238,16003.43699,16548.04763,,Mail,17231.92234,13475.20971,9335.325459,7861.59601,8000.425117,0.748287893,0.694857671,0.585970635,0.534079854,0.531169517,17699.03951,14043.05839,9922.385291,8498.786691,8736.055426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialty,0.0035,0.0045,0.0055,0.0065,0.0075,75.25216389,100.330973,125.9960861,152.9425739,182.806641,20221.65959,20814.40077,21124.59263,21697.04259,22459.2726,,Specialty,0.0035,0.0045,0.0055,0.0065,0.0075,75.25216389,100.330973,125.9960861,152.9425739,182.806641,20221.65959,20814.40077,21124.59263,21697.04259,22459.2726,,Specialty,0.0035,0.0045,0.0055,0.0065,0.0075,75.25216389,100.330973,125.9960861,152.9425739,182.806641,20221.65959,20814.40077,21124.59263,21697.04259,22459.2726,,Specialty,0.0035,0.0045,0.0055,0.0065,0.0075,75.25216389,100.330973,125.9960861,152.9425739,182.806641,20221.65959,20814.40077,21124.59263,21697.04259,22459.2726,,Specialty,12000.14224,11958.08056,11649.38775,11858.82127,12203.73069,0.595392259,0.576949168,0.554416399,0.550092408,0.547480434,12032.24657,11999.10061,11702.53103,11926.05036,12286.4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,15049.59906,19966.57238,25089.65021,30431.22644,35988.48083,750346.949,834557.3995,903459.1588,974545.3256,1051593.485,,Total,,,,,,15049.59906,19966.57238,25089.65021,30431.22644,35988.48083,750346.949,834557.3995,903459.1588,974545.3256,1051593.485,,Total,,,,,,14901.87168,19653.17929,24572.55163,29667.3308,34930.77917,707991.3989,764601.0988,808924.135,856259.0234,909508.8953,,Total,,,,,,14901.87168,19653.17929,24572.55163,29667.3308,34930.77917,707991.3989,764601.0988,808924.135,856259.0234,909508.8953,,Total,568694.0323,617763.6246,653175.9882,691133.3916,736136.8384,0.820140558,0.828907869,0.832335415,0.835680704,0.841248402,578462.017,631358.197,670712.8892,712813.7322,762162.2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,Scripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Generic - Incremental Brand,,,,,GDR,,,,,GDR with Incremental Brand,,,,,,,Generic - Incremental Brand,,,,,GDR,,,,,GDR with Incremental Brand,,,,,,,Generic - Incremental Brand,,,,,GDR,,,,,GDR with Incremental Brand,,,,,,,Generic - Incremental Brand,,,,,GDR,,,,,GDR with Incremental Brand,,,,,,,Generic - Incremental Brand,,,,,GDR,,,,,GDR with Incremental Brand,,,,,,Base Yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,07/27 - 06/28,07/28 - 06/29,07/29 - 06/30,07/30 - 06/31,07/31 - 06/32,,GDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail 30,2580869.468,2632850.272,2686834.918,2737090.488,2778466.709,0.805937991,0.789572288,0.77816139,0.767589765,0.756029209,0.802437991,0.785072288,0.77266139,0.761089765,0.748529209,,Retail 30,2580869.468,2632850.272,2686834.918,2737090.488,2778466.709,0.805937991,0.789572288,0.77816139,0.767589765,0.756029209,0.802437991,0.785072288,0.77266139,0.761089765,0.748529209,,Retail 30,2581009.781,2633147.936,2687326.064,2737816.044,2779471.325,0.816110414,0.805459256,0.798671314,0.792177994,0.784332893,0.812610414,0.800959256,0.793171314,0.785677994,0.776832893,,Retail 30,2581009.781,2633147.936,2687326.064,2737816.044,2779471.325,0.816110414,0.805459256,0.798671314,0.792177994,0.784332893,0.812610414,0.800959256,0.793171314,0.785677994,0.776832893,,Retail 30,,,,,,0.813228235,0.801607553,0.793836752,0.786361074,0.777539086,,,,,,,0.811873039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail 90,782285.0277,780051.4196,778323.9029,775677.7845,774101.0658,0.920317579,0.919291786,0.91785179,0.915495654,0.914735713,0.916817579,0.914791786,0.91235179,0.908995654,0.907235713,,Retail 90,782285.0277,780051.4196,778323.9029,775677.7845,774101.0658,0.920317579,0.919291786,0.91785179,0.915495654,0.914735713,0.916817579,0.914791786,0.91235179,0.908995654,0.907235713,,Retail 90,782292.4421,780067.1486,778349.8557,775716.1239,774154.1511,0.922608125,0.92307555,0.922956898,0.921867725,0.922387248,0.919108125,0.91857555,0.917456898,0.915367725,0.914887248,,Retail 90,782292.4421,780067.1486,778349.8557,775716.1239,774154.1511,0.922608125,0.92307555,0.922956898,0.921867725,0.922387248,0.919108125,0.91857555,0.917456898,0.915367725,0.914887248,,Retail 90,,,,,,0.919285945,0.918754932,0.917629908,0.915530664,0.915050691,,,,,,,0.919845567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mail,185105.0417,188075.6221,191352.8176,192580.9627,192387.9047,0.889856193,0.907101989,0.923818765,0.929775964,0.928298467,0.886356193,0.902601989,0.918318765,0.923275964,0.920798467,,Mail,185105.0417,188075.6221,191352.8176,192580.9627,192387.9047,0.889856193,0.907101989,0.923818765,0.929775964,0.928298467,0.886356193,0.902601989,0.918318765,0.923275964,0.920798467,,Mail,185105.0417,188075.6221,191352.8176,192580.9627,192387.9047,0.889856193,0.907101989,0.923818765,0.929775964,0.928298467,0.886356193,0.902601989,0.918318765,0.923275964,0.920798467,,Mail,185105.0417,188075.6221,191352.8176,192580.9627,192387.9047,0.889856193,0.907101989,0.923818765,0.929775964,0.928298467,0.886356193,0.902601989,0.918318765,0.923275964,0.920798467,,Mail,,,,,,0.886697795,0.902969873,0.91870197,0.923676663,0.921244753,,,,,,,0.88445882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
